SN,TEST_NAME,sub_test_name,test_result,lower_limit,upper_limit,test_value,process,mapping_process,endtime,[station_id],[fixture_id]
FM79212003NL82JA022,470.L,470-TD.L,pass,0.145,0.265,0.224,ump-t1,CNC5-2,2019.05.25,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathLEFT
FM792060108M0XDC619,274.S,274-03.S,pass,0.205,0.515,0.381,ump-t1,CNC7,2019.05.25,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathRIGHT
FM79144018MM0XCEP13,A022.N,A022-17.N,pass,-0.005,0.155,0.087,ump-t3,sp-wld1,2019.05.25,JACD_E04-2F-OQC01_1_OQC,NestPathRIGHT
FM7921300R9L82LC622,009.N,009-01.N,pass,0.895,1.105,1.033,ump-t1,Grinding,2019.05.25,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathLEFT
FM7920700JLL82KCG19,328.N,328.N,pass,1.265,1.335,1.305,ump-t1,CNC5-2,2019.05.24,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathLEFT
FM7913700C1M0XDEX13,A144.N,A144-LA04.N,pass,3.025,3.285,3.135,ump-t3,bd-nut-wld,2019.05.23,JACD_E04-2F-OQC01_1_OQC,NestPathLEFT
FM79143007EM0XCE113,A008.N,A008-South.N,pass,-1.5,1.9,0,ump-t3,CNC6,2019.05.24,JACD_E04-2F-OQC01_1_OQC,NestPathLEFT
FM79207002TL82LCN22,147.L,147.L,pass,1.805,1.855,1.838,ump-t1,CNC5-2,2019.05.24,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathLEFT
FM791360040M0XDEP13,A140.N,A140-B1.N,pass,14.565,14.975,14.784,ump-t3,la-nut-wld,2019.05.25,JACD_E04-2F-OQC01_1_OQC,NestPathRIGHT
FM79207007CL82JCQ19,234.N,234.N,pass,0.175,0.255,0.234,ump-t1,Grinding,2019.05.25,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathLEFT
FM7913700C1M0XDEX13,A004.Y,A004.Y,pass,75.065,75.295,75.11,ump-t3,sp-wld1,2019.05.23,JACD_E04-2F-OQC01_1_OQC,NestPathLEFT
FM79141013DM0XDEE13,A224.Y,A224-O02.Y,pass,0.455,0.615,0.528,ump-t3,trim-sp-wld,2019.05.24,JACD_E04-2F-OQC01_1_OQC,NestPathLEFT
FM79141013DM0XDEE13,A016.N,A016-Gap.N,pass,-0.005,0.165,0.05,ump-t3,BGASSY,2019.05.24,JACD_E04-2F-OQC01_1_OQC,NestPathLEFT
FM7913700XDM0XDEW13,A006.N,A006.N,pass,77.695,78.005,77.814,ump-t3,sp-wld1,2019.05.24,JACD_E04-2F-OQC01_1_OQC,NestPathRIGHT
FM7921100BGL82JAH22,484.L,484-B03.L,pass,1.365,1.485,1.498,ump-t1,CNC5-2,2019.05.25,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathRIGHT
FM79137005HM0XDE213,A122.N,A122-B3.N,pass,7.145,7.455,1.472,ump-t3,la-nut-wld,2019.05.25,JACD_E04-2F-OQC01_1_OQC,NestPathRIGHT
FM79137005HM0XDE213,A001.N,A001-31.N,pass,4.615,4.855,4.735,ump-t3,sp-wld1,2019.05.25,JACD_E04-2F-OQC01_1_OQC,NestPathRIGHT
FM79137016LM0XDEV13,319.Y,319.Y,pass,0.085,0.265,0.157,ump-t3,CNC5-2,2019.05.25,JACD_E04-2F-OQC01_1_OQC,NestPathLEFT
FM7921200WEL82LCM22,560.N,560.N,pass,1.315,1.385,1.347,ump-t1,CNC6,2019.05.23,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathRIGHT
FM7921100H7L82LC022,259.S,259-P234.S,pass,0.205,0.515,0.361,ump-t1,CNC7,2019.05.23,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathRIGHT
FM79137016LM0XDEV13,531.Y,531-West.Y,pass,-2,1.9,1,ump-t3,CNC5-1,2019.05.23,JACD_E04-2F-OQC01_1_OQC,NestPathLEFT
FM79137016LM0XDEV13,531.Y,531-West.Y,pass,-2,1.9,1,ump-t3,CNC5-1,2019.05.23,JACD_E04-2F-OQC01_1_OQC,NestPathRIGHT
FM7913700XDM0XDEW13,A139.N,A139-B1.N,pass,5.635,5.945,5.801,ump-t3,la-nut-wld,2019.05.25,JACD_E04-2F-OQC01_1_OQC,NestPathLEFT
FM79141013DM0XDEE13,A224.Y,A224-O02.Y,pass,0.455,0.615,0.528,ump-t3,trim-sp-wld,2019.05.24,JACD_E04-2F-OQC01_1_OQC,NestPathRIGHT
FM79141013DM0XDEE13,A016.N,A016-Gap.N,pass,-0.005,0.165,0.05,ump-t3,BGASSY,2019.05.24,JACD_E04-2F-OQC01_1_OQC,NestPathRIGHT
FM7914400P7M0XCET13,A161.N,A161.N,pass,0.405,0.815,0.64,ump-t3,ua-nut-wld,2019.05.25,JACD_E04-2F-OQC01_1_OQC,NestPathRIGHT
FM7913700CQM0XDE813,A126.N,A126.N,pass,24.325,24.735,24.508,ump-t3,la-nut-wld,2019.05.23,JACD_E04-2F-OQC01_1_OQC,NestPathRIGHT
FM7921300K4L82LCV22,093.L,093-B01.L,pass,1.365,1.485,1.507,ump-t1,CNC5-2,2019.05.25,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathRIGHT
FM7921100Q3L82LCH22,007.N,007-01.N,pass,0.895,1.105,1.012,ump-t1,Grinding,2019.05.24,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathLEFT
FM7913700XDM0XDEW13,A140.N,A140.N,pass,14.565,14.975,14.795,ump-t3,la-nut-wld,2019.05.23,JACD_E04-2F-OQC01_1_OQC,NestPathRIGHT
FM7921100Q3L82LCH22,109.N,109.N,pass,1.845,1.935,1.88,ump-t1,CNC5-2,2019.05.24,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathRIGHT
FM7914401EZM0XCET13,A119.N,A119-B3.N,pass,10.815,11.225,10.927,ump-t3,ua-nut-wld,2019.05.25,JACD_E04-2F-OQC01_1_OQC,NestPathRIGHT
FM7921300K4L82LCV22,484.L,484-B03.L,pass,1.365,1.485,1.552,ump-t1,CNC5-2,2019.05.25,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathRIGHT
FM7921300K4L82LCV22,484.L,484-B03.L,pass,1.365,1.485,1.552,ump-t1,CNC5-2,2019.05.25,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathLEFT
FM79136001RM0XDE713,531.Y,531-East.Y,pass,-2,1.9,0,ump-t3,CNC5-1,2019.05.23,JACD_E04-2F-OQC01_1_OQC,NestPathRIGHT
FM7921100BGL82JAH22,560.N,560.N,pass,1.315,1.385,1.354,ump-t1,CNC6,2019.05.25,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathLEFT
FM7921200U3L82LC422,109.N,109.N,pass,1.845,1.935,1.888,ump-t1,CNC5-2,2019.05.25,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathRIGHT
FM7914401NLM0XCEG13,A039.Z,A039.Z,pass,-0.025,0.025,0,ump-t3,Grinding,2019.05.25,JACD_E04-2F-OQC01_1_OQC,NestPathRIGHT
FM792120020L82JAR22,342.L,342.L,pass,0.065,0.185,0.101,ump-t1,CNC5-2,2019.05.25,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathRIGHT
FM7921100B5L82LCL22,580.N,580-08.N,pass,1.315,1.385,1.382,ump-t1,CNC6,2019.05.25,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathRIGHT
FM7921200KZL82LC122,274.S,274.S,fail,0.205,0.515,0.192,ump-t1,CNC7,2019.05.24,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathRIGHT
FM791360040M0XDEP13,A140.N,A140-B1.N,pass,14.565,14.975,14.784,ump-t3,la-nut-wld,2019.05.25,JACD_E04-2F-OQC01_1_OQC,NestPathLEFT
FM7913700C1M0XDEX13,A129.N,A129-B1.N,pass,5.555,5.905,5.714,ump-t3,la-nut-wld,2019.05.25,JACD_E04-2F-OQC01_1_OQC,NestPathLEFT
FM7914400EEM0XCED13,A144.N,A144-LA08.N,pass,3.335,3.625,3.481,ump-t3,la-nut-wld,2019.05.24,JACD_E04-2F-OQC01_1_OQC,NestPathLEFT
FM792070073L82JCZ19,237.N,237.N,pass,0.405,0.515,0.433,ump-t1,CNC6,2019.05.25,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathLEFT
FM791360040M0XDEP13,A147.N,A147-ML01.N,pass,3.975,4.235,4.071,ump-t3,mlb-nut-wld,2019.05.24,JACD_E04-2F-OQC01_1_OQC,NestPathRIGHT
FM7921201C3L82LCH22,487.L,487.L,pass,1.365,1.485,1.408,ump-t1,CNC5-2,2019.05.24,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathRIGHT
FM7921200FLL82LCS22,003.L,003-01.L,pass,0.895,1.105,1.042,ump-t1,Grinding,2019.05.23,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathLEFT
FM791430021M0XCEV13,A224.Y,A224-M03.Y,pass,0.455,0.615,0.502,ump-t3,trim-sp-wld,2019.05.24,JACD_E04-2F-OQC01_1_OQC,NestPathLEFT
FM7921200FLL82LCS22,639.S,639.S,pass,0.185,0.495,0.352,ump-t1,CNC7,2019.05.23,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathLEFT
FM7921201M9L82LCJ22,234.N,234-06.N,pass,0.175,0.255,0.213,ump-t1,Grinding,2019.05.25,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathRIGHT
FM7913700LKM0XDEP13,A042.Z,A042.Z,pass,-0.025,0.025,-0.005,ump-t3,Grinding,2019.05.25,JACD_E04-2F-OQC01_1_OQC,NestPathRIGHT
FM7921200E0L82LCF22,237.N,237.N,pass,0.405,0.515,0.465,ump-t1,CNC6,2019.05.24,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathRIGHT
FM7921300ZRL82LC022,123.L,123-01.L,pass,0.01,0.22,0.068,ump-t1,CNC5-2,2019.05.25,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathLEFT
FM791370050M0XDEK13,A131.N,A131.N,pass,7.145,7.455,7.305,ump-t3,la-nut-wld,2019.05.25,JACD_E04-2F-OQC01_1_OQC,NestPathRIGHT
FM7921200Y1L82JA222,123.L,123-04.L,pass,0.01,0.22,0.09,ump-t1,CNC5-2,2019.05.25,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathLEFT
FM7921202GXL82LCA22,328.N,328.N,pass,1.265,1.335,1.303,ump-t1,CNC5-2,2019.05.25,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathRIGHT
FM7921202GXL82LCA22,336.L,336.L,pass,13.095,13.205,13.153,ump-t1,CNC5-2,2019.05.25,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathRIGHT
FM7914401WRM0XCEM13,A119.N,A119.N,pass,10.815,11.225,10.955,ump-t3,ua-nut-wld,2019.05.25,JACD_E04-2F-OQC01_1_OQC,NestPathLEFT
FM7921300UCL82LCU22,237.N,237-08.N,pass,0.405,0.515,0.471,ump-t1,CNC6,2019.05.25,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathLEFT
FM7921100RVL82LCN22,336.L,336.L,pass,13.095,13.205,13.153,ump-t1,CNC5-2,2019.05.23,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathLEFT
FM791370050M0XDEK13,A112.N,A112.N,pass,20.095,20.445,20.256,ump-t3,la-nut-wld,2019.05.23,JACD_E04-2F-OQC01_1_OQC,NestPathRIGHT
FM7919700RFL82JC919,638.S,638.S,pass,0.235,0.545,0.393,ump-t1,CNC7,2019.05.25,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathRIGHT
FM791410029M0XDEN13,A001.N,A001-10.N,pass,4.615,4.855,4.765,ump-t3,sp-wld1,2019.05.25,JACD_E04-2F-OQC01_1_OQC,NestPathRIGHT
FM791410029M0XDEN13,A038.N,A038-LR.N,pass,-0.025,0.025,-0.003,ump-t3,Grinding,2019.05.23,JACD_E04-2F-OQC01_1_OQC,NestPathRIGHT
FM79213002HL82LCZ22,093.L,093.L,pass,1.365,1.485,1.42,ump-t1,CNC5-2,2019.05.25,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathLEFT
FM79137020YM0XDE013,A038.N,A038-LR.N,pass,-0.025,0.025,-0.001,ump-t3,Grinding,2019.05.25,JACD_E04-2F-OQC01_1_OQC,NestPathLEFT
FM7921202DNL82LCU22,450.L,450-06.L,pass,0.01,0.22,0.078,ump-t1,CNC5-2,2019.05.25,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathLEFT
FM79144018MM0XCEP13,531.Z,531-South.Z,pass,-2,1.9,0,ump-t3,CNC5-1,2019.05.25,JACD_E04-2F-OQC01_1_OQC,NestPathRIGHT
FM7914100KLM0XDEU13,A006.N,A006-14.N,pass,77.695,78.005,77.811,ump-t3,sp-wld1,2019.05.25,JACD_E04-2F-OQC01_1_OQC,NestPathLEFT
FM7914100KLM0XDEU13,A006.N,A006-06.N,pass,77.695,78.005,77.838,ump-t3,sp-wld1,2019.05.25,JACD_E04-2F-OQC01_1_OQC,NestPathLEFT
FM7921300SAL82LC222,473.L,473.L,pass,0.145,0.265,0.206,ump-t1,CNC5-2,2019.05.25,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathLEFT
FM7921100JML82LCH22,487.L,487.L,pass,1.365,1.485,1.419,ump-t1,CNC5-2,2019.05.25,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathLEFT
FM7914400CLM0XCED13,A135.N,A135-B1.N,pass,1.035,1.345,1.178,ump-t3,mlb-nut-wld,2019.05.25,JACD_E04-2F-OQC01_1_OQC,NestPathRIGHT
FM7921100MVL82LC022,SIM.L,SIM-BIN.L,pass,-0.075,0.075,-0.015,ump-t1,CNC5-2,2019.05.24,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathRIGHT
FM7919700Q5L82JCN19,488.L,488-B01.L,pass,1.365,1.485,1.403,ump-t1,CNC5-2,2019.05.25,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathLEFT
FM791360040M0XDEP13,A326.Y,A326-M.Y,pass,0,0.065,0.006,ump-t3,trim-sp-wld,2019.05.24,JACD_E04-2F-OQC01_1_OQC,NestPathRIGHT
FM7921200KZL82LC122,123.L,123.L,pass,0.01,0.22,0.144,ump-t1,CNC5-2,2019.05.24,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathRIGHT
FM791360040M0XDEP13,A144.N,A144-UA10.N,pass,3.735,3.995,3.836,ump-t3,ua-nut-wld,2019.05.24,JACD_E04-2F-OQC01_1_OQC,NestPathRIGHT
FM7921201C3L82LCH22,274.S,274.S,pass,0.205,0.515,0.282,ump-t1,CNC7,2019.05.24,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathRIGHT
FM7914100KLM0XDEU13,A131.N,A131.N,pass,7.145,7.455,7.292,ump-t3,la-nut-wld,2019.05.25,JACD_E04-2F-OQC01_1_OQC,NestPathLEFT
FM7921201C3L82LCH22,470.L,470.L,pass,0.145,0.265,0.203,ump-t1,CNC5-2,2019.05.24,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathLEFT
FM79212003NL82JA022,638.S,638.S,pass,0.235,0.545,0.42,ump-t1,CNC7,2019.05.25,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathRIGHT
FM7913700LKM0XDEP13,A006.N,A006-12.N,pass,77.695,78.005,77.866,ump-t3,sp-wld1,2019.05.25,JACD_E04-2F-OQC01_1_OQC,NestPathRIGHT
FM7921201M9L82LCJ22,569.N,569.N,pass,0,0.155,0.037,ump-t1,CNC6,2019.05.25,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathLEFT
FM79212003NL82JA022,093.L,093-B03.L,pass,1.365,1.485,1.441,ump-t1,CNC5-2,2019.05.25,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathRIGHT
FM79212003NL82JA022,237.N,237.N,pass,0.405,0.515,0.441,ump-t1,CNC6,2019.05.25,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathRIGHT
FM79212003NL82JA022,638.S,638-06.S,pass,0.235,0.545,0.435,ump-t1,CNC7,2019.05.25,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathLEFT
FM79212003NL82JA022,450.L,450-05.L,pass,0.01,0.22,0.129,ump-t1,CNC5-2,2019.05.25,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathRIGHT
FM792060108M0XDC619,486.L,486-B03.L,pass,1.365,1.485,1.463,ump-t1,CNC5-2,2019.05.25,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathRIGHT
FM79144018MM0XCEP13,A022.N,A022-13.N,pass,-0.005,0.155,0.123,ump-t3,sp-wld1,2019.05.25,JACD_E04-2F-OQC01_1_OQC,NestPathLEFT
FM7921201M9L82LCJ22,123.L,123-14.L,pass,0.01,0.22,0.148,ump-t1,CNC5-2,2019.05.25,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathLEFT
FM792060108M0XDC619,126.N,126-04.N,pass,0.145,0.355,0.093,ump-t1,CNC5-2,2019.05.25,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathLEFT
FM7921200E0L82LCF22,SIM.L,SIM-BIN.L,pass,-0.075,0.075,-0.023,ump-t1,CNC5-2,2019.05.24,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathRIGHT
FM7919700EPL82JC019,123.L,123.L,pass,0.01,0.22,0.069,ump-t1,CNC5-2,2019.05.25,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathLEFT
FM79212003NL82JA022,580.N,580-08.N,pass,1.315,1.385,1.35,ump-t1,CNC6,2019.05.25,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathRIGHT
FM79204009KM0XDC519,234.N,234.N,pass,0.175,0.255,0.207,ump-t1,Grinding,2019.05.24,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathRIGHT
FM79211005VL82LCE22,126.N,126.N,pass,0.145,0.355,0.152,ump-t1,CNC5-2,2019.05.23,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathLEFT
FM7920700WLL82KCE19,269.S,269.S,pass,0.615,1.025,0.787,ump-t1,CNC7,2019.05.25,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathLEFT
FM79212003NL82JA022,234.N,234-08.N,pass,0.175,0.255,0.211,ump-t1,Grinding,2019.05.25,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathLEFT
FM792060046L82JC619,490.L,490.L,pass,1.395,1.555,1.469,ump-t1,CNC5-2,2019.05.25,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathLEFT
FM7921202C1L82LCJ22,126.N,126.N,pass,0.145,0.355,0.252,ump-t1,CNC5-2,2019.05.25,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathRIGHT
FM7914400B5M0XCEX13,A138.N,A138-B1.N,pass,25.855,26.165,25.98,ump-t3,mlb-nut-wld,2019.05.25,JACD_E04-2F-OQC01_1_OQC,NestPathRIGHT
FM79212000KL82LC422,011.L,011-01.L,pass,0.895,1.105,1.039,ump-t1,Grinding,2019.05.24,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathLEFT
FM79211000DL82JCD19,094.L,094-S.L,pass,0.825,0.945,0.913,ump-t1,CNC5-2,2019.05.25,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathLEFT
FM7914100WDM0XDE213,A135.N,A135.N,pass,1.035,1.345,1.165,ump-t3,mlb-nut-wld,2019.05.24,JACD_E04-2F-OQC01_1_OQC,NestPathRIGHT
FM7919700RFL82JC919,560.N,560-02.N,pass,1.315,1.385,1.344,ump-t1,CNC6,2019.05.25,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathRIGHT
FM7921201NQL82LC022,039.L,039.L,pass,0.145,0.265,0.208,ump-t1,CNC5-2,2019.05.24,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathLEFT
FM79212000KL82LC422,092.L,092.L,pass,1.395,1.555,1.501,ump-t1,CNC5-2,2019.05.24,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathRIGHT
FM7913701ZJM0XDEJ13,A224.Y,A224-M02.Y,pass,0.455,0.615,0.507,ump-t3,trim-sp-wld,2019.05.24,JACD_E04-2F-OQC01_1_OQC,NestPathRIGHT
FM7921300UCL82LCU22,638.S,638-06.S,pass,0.235,0.545,0.503,ump-t1,CNC7,2019.05.25,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathRIGHT
FM79212003NL82JA022,071.L,071.L,pass,0.815,0.975,0.901,ump-t1,CNC5-2,2019.05.25,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathRIGHT
FM7913700LKM0XDEP13,A139.N,A139-B3.N,pass,5.635,5.945,6.798,ump-t3,la-nut-wld,2019.05.25,JACD_E04-2F-OQC01_1_OQC,NestPathLEFT
FM79197005NL82JCU19,487.L,487.L,pass,1.365,1.485,1.446,ump-t1,CNC5-2,2019.05.25,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathRIGHT
FM792060108M0XDC619,234.N,234-03.N,pass,0.175,0.255,0.225,ump-t1,Grinding,2019.05.25,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathRIGHT
FM79213002HL82LCZ22,471.L,471-TS.L,pass,0.145,0.265,0.23,ump-t1,CNC5-2,2019.05.25,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathLEFT
FM79213002HL82LCZ22,590.L,590.L,pass,0.815,0.975,0.893,ump-t1,CNC5-2,2019.05.25,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathRIGHT
FM7921200YVL82LC022,093.L,093-B01.L,pass,1.365,1.485,1.449,ump-t1,CNC5-2,2019.05.26,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathRIGHT
FM7914400GZM0XCEN13,A111.N,A111.N,pass,5.635,5.945,5.793,ump-t3,la-nut-wld,2019.05.25,JACD_E04-2F-OQC01_1_OQC,NestPathLEFT
FM791410117M0XDES13,531.Z,531-South.Z,pass,-2,1.9,0,ump-t3,CNC5-1,2019.05.23,JACD_E04-2F-OQC01_1_OQC,NestPathLEFT
FM79212002UL82JAX22,450.L,450-12.L,pass,0.01,0.22,0.062,ump-t1,CNC5-2,2019.05.25,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathRIGHT
FM791410117M0XDES13,A040.Z,A040.Z,pass,-0.025,0.025,0.016,ump-t3,Grinding,2019.05.24,JACD_E04-2F-OQC01_1_OQC,NestPathLEFT
FM792070028L82JC919,234.N,234-04.N,pass,0.175,0.255,0.206,ump-t1,Grinding,2019.05.25,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathRIGHT
FM79212000KL82LC422,485.L,485.L,pass,1.365,1.485,1.433,ump-t1,CNC5-2,2019.05.24,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathLEFT
FM7914100WDM0XDE213,A110.N,A110-B2.N,pass,9.195,9.605,9.293,ump-t3,la-nut-wld,2019.05.25,JACD_E04-2F-OQC01_1_OQC,NestPathLEFT
FM7914401SAM0XCEE13,A037.N,A037-LR.N,pass,-0.025,0.025,0.011,ump-t3,Grinding,2019.05.25,JACD_E04-2F-OQC01_1_OQC,NestPathLEFT
FM7914401U1M0XCEH13,A144.N,A144-ML01.N,pass,2.895,3.155,2.984,ump-t3,mlb-nut-wld,2019.05.25,JACD_E04-2F-OQC01_1_OQC,NestPathRIGHT
FM7921300UCL82LCU22,274.S,274.S,pass,0.205,0.515,0.399,ump-t1,CNC7,2019.05.25,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathLEFT
FM791370050M0XDEK13,A039.Z,A039.Z,pass,-0.025,0.025,0.003,ump-t3,Grinding,2019.05.24,JACD_E04-2F-OQC01_1_OQC,NestPathLEFT
FM79137016LM0XDEV13,A110.N,A110.N,pass,9.195,9.605,9.339,ump-t3,la-nut-wld,2019.05.23,JACD_E04-2F-OQC01_1_OQC,NestPathLEFT
FM792120192L82LCT22,486.L,486.L,pass,1.365,1.485,1.429,ump-t1,CNC5-2,2019.05.23,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathLEFT
FM792070024L82JCD19,123.L,123-13.L,pass,0.01,0.22,0.115,ump-t1,CNC5-2,2019.05.25,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathLEFT
FM7921201HRL82LCE22,269.S,269.S,pass,0.615,1.025,0.797,ump-t1,CNC7,2019.05.25,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathLEFT
FM7921300N9L82LCF22,485.L,485.L,pass,1.365,1.485,1.426,ump-t1,CNC5-2,2019.05.25,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathRIGHT
FM7921300N9L82LCF22,450.L,450-06.L,pass,0.01,0.22,0.081,ump-t1,CNC5-2,2019.05.25,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathRIGHT
FM7914100KLM0XDEU13,A140.N,A140.N,pass,14.565,14.975,14.838,ump-t3,la-nut-wld,2019.05.25,JACD_E04-2F-OQC01_1_OQC,NestPathLEFT
FM7921201M9L82LCJ22,162.N,162.N,pass,1.805,1.855,1.843,ump-t1,CNC5-2,2019.05.25,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathLEFT
FM792120086L82LCT22,342.L,342.L,pass,0.065,0.185,0.152,ump-t1,CNC5-2,2019.05.24,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathLEFT
FM792060108M0XDC619,486.L,486-B03.L,pass,1.365,1.485,1.463,ump-t1,CNC5-2,2019.05.25,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathLEFT
FM791430021M0XCEV13,A022.N,A022-08.N,pass,-0.005,0.155,0.222,ump-t3,sp-wld1,2019.05.25,JACD_E04-2F-OQC01_1_OQC,NestPathLEFT
FM792060108M0XDC619,488.L,488-B02.L,pass,1.365,1.485,1.454,ump-t1,CNC5-2,2019.05.25,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathRIGHT
FM792060108M0XDC619,126.N,126-04.N,pass,0.145,0.355,0.093,ump-t1,CNC5-2,2019.05.25,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathRIGHT
FM7914300SPM0XCE313,531.Z,531-05.Z,pass,-0.005,0.305,0.129,ump-t3,CNC5-1,2019.05.25,JACD_E04-2F-OQC01_1_OQC,NestPathRIGHT
FM792060108M0XDC619,237.N,237-12.N,pass,0.405,0.515,0.436,ump-t1,CNC6,2019.05.25,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathLEFT
FM7913700XDM0XDEW13,A224.Y,A224-M04.Y,pass,0.455,0.615,0.498,ump-t3,trim-sp-wld,2019.05.25,JACD_E04-2F-OQC01_1_OQC,NestPathRIGHT
FM7913700CQM0XDE813,A144.N,A144-UA10.N,pass,3.735,3.995,3.782,ump-t3,ua-nut-wld,2019.05.23,JACD_E04-2F-OQC01_1_OQC,NestPathRIGHT
FM79141013DM0XDEE13,A135.N,A135-B1.N,pass,1.035,1.345,1.197,ump-t3,mlb-nut-wld,2019.05.25,JACD_E04-2F-OQC01_1_OQC,NestPathLEFT
FM7921100RKL82LCY22,638.S,638.S,pass,0.235,0.545,0.434,ump-t1,CNC7,2019.05.23,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathLEFT
FM79136001RM0XDE713,A001.N,A001.N,pass,4.615,4.855,4.766,ump-t3,sp-wld1,2019.05.24,JACD_E04-2F-OQC01_1_OQC,NestPathLEFT
FM79136001RM0XDE713,A129.N,A129.N,pass,5.555,5.905,5.767,ump-t3,la-nut-wld,2019.05.24,JACD_E04-2F-OQC01_1_OQC,NestPathRIGHT
FM7921100LGL82LCG22,109.N,109.N,pass,1.845,1.935,1.911,ump-t1,CNC5-2,2019.05.24,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathRIGHT
